player0_position_x,player0_position_y,player0_position_z,player0_position_a,player1_position_x,player1_position_y,player1_position_z,player1_position_a,order0,order1
15.73,0,8.6,204.59,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
15.73,0,8.6,204.59,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
15.73,0,8.6,204.59,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
15.73,0,8.6,204.59,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
15.73,0,8.6,204.59,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
15.73,0,8.6,204.59,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
15.73,0,8.6,204.59,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
15.73,0,8.6,204.59,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
15.73,0,8.6,204.59,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
15.73,0,8.6,204.59,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
15.73,0,8.6,204.59,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
15.73,0,8.6,204.59,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
15.73,0,8.48,180.00,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
15.73,0,8.12,180.00,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
15.73,0,7.76,180.00,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
15.73,0,7.28,180.00,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
15.73,0,6.92,180.00,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
15.73,0,6.56,180.00,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
15.73,0,6.08,180.00,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
15.73,0,5.72,180.00,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
15.73,0,5.24,180.00,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
15.73,0,4.88,180.00,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
15.73,0,4.52,180.00,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
15.73,0,4.16,180.00,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
15.73,0,3.68,180.00,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
15.73,0,3.32,180.00,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
15.73,0,2.96,180.00,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
15.73,0,2.48,180.00,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
15.73,0,2.12,180.00,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
15.73,0,2.2,180.00,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
15.73,0,2.2,180.00,5.8,0,8.6,0.00,Sushi_Fish,Sushi_Fish
